index,comment,선호도,비속어,성,정치,국가,인종,지역,세대,사회계층,외모,기타혐오
3152,좆간이 죄책감을...?,1,1,,,,,,,,,1
3153,뭔 개 좆빠는 소리야 주거침입이야 병신아 집주인이면 세입자 집 맘대로 열고 들어가도 되는줄 아노?,1,1,,,,,,,,,1
3155,어차피 중 한 일 베터리 나눠먹고있고 짱깨건 내수+수출인데 이번에 북미 날라갔으니 충분하지,1,1,,,1,,,,,,
3160,문재힌 시발ㅋㄱㅋㄱㅋㅋㄱㅋ,1,1,,1,,,,,,,
3163,틀딱아 그건 옛날이고 지금은 아니예요,1,1,,,,,,1,,,
3173,굴종의 미학이  상실된 시대여 ㅉㅉ 사내새끼가 쪼잔하게 200가지고 이혼 ㅋㅋㅋ,1,1,1,,,,,,,,
3180,"아무리 분야와 종목이 달라도 기본적으로 수준을 논할땐 절대치라는게 있어. 각 종목마다 기본적인 시장의 크기나, 경쟁의 강도. 거기서 사람들이 체감적으로 느끼는 레벨이라는게 있다고. 기네스북에서 온갖 쓰잘대기없는 분야 세계기록 세운사람 있는거 알지? 그거랑 복싱 세계챔피언 이런게 레벨이 같냐고 좀 등신들아. 설명을 아무리해줘도 롤대남 새끼들은 개꼰대마냥 이해자체를 거부함 무조건 빼애애액~~ ""게임 무시하는거라고!! 게임에서 세계 1위 갔던 사람 무시한다고 빼애액"" 거림 ㅡㅡ;;;;;;;;;;",1,1,1,,,,,,,,
3183,짱개가 짱개산 사먹으면 국산 애용 맞잖아,1,1,,,1,1,,,,,
3184,병신새끼,1,1,,,,,,,,,1
3185,경호원새끼들도 한국인 아녔을거같음. 북괴나 중공 특수부대 불러와서 썼을듯. 문재앙 임기 말년에 수방사 청와대담당 간부들 갑자가 존나게 죽었자너. 전수조새 해봐야됨,1,1,,1,,,,,,,
3194,구센말까지 바퀴 하나 달린 가마를 4명이 끌면서 길바닥에 똥 싸지르던 '사람님'이신가요? 그냥 원숭이하는게 낫겠군요www,1,,,,,1,,,,,
3197,조현병 한국여자가 ㅈ으로 보이노?,1,,1,,,,,,,,
3201,십새끼야 이거 일부러 이러는거지,1,1,,,,,,,,,1
3205,DJ는 늬미럴 개양아치 한량놈들이지,1,1,,,,,,,,,1
3206,중국인이 딱저렇더라,1,,,,,1,,,,,
3210,역시 눈치의민족 박제당하니깐 부들대는거보솤ㅋㅋ 조선에선 쪽주고 꼽주는게 맞다,1,,,,1,,,,,,
3212,병신 새끼들아 서로 친구하지마,1,1,,,,,,,,,1
3215,한국 AV는 정액 안나오는게 너무 큼. 아무리 상황을 꼴리게 해도 안싸면 한거 같지가 않아,1,,1,,,,,,,,
3216,캬 능지보소 ㅋㅋㅋㅋㅋ 이게 한녀지,1,1,1,,,,,,,,
3222,그림을 뭐 이따구로 그리냐국가 망신;;,1,,,,,,,,,,1
3224,조센에서 돈자랑하면 안된다는 새끼들 외국은 뭔 존경하고 악수할 줄 아나보노 한국이니까 저정도로 끝난거야 ㅂㅅ들아ㅋㅋ,1,1,,,,,,,,,1
3225,야발놈 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,,,,,,,,,1
3226,본인이 남성적인 매력이 떨어진다 싶으면 유전자 퍼뜨릴 생각하지 말고 평생 딸이나 쳐라,1,,1,,,,,,,,
3229,틀딱 카르텔 또 입갤했노ㅋㅋㅋㅋㅋㅋ,1,1,,,,,,1,,,
3235,방구석 인터넷 전문가들 또 ㅋㅋ바닷물에 똥물 한컵 부었다고 바다가 똥물이라고 떠드는 애들,1,,,,,,,,,,1
3243,ㄴㄴ 국결 노리고 똥남아 여행다니는 아재갤러리임,1,,,,,,,,,,1
3247,도대체 저기서 뭐가밝혀졌는데? 영상보긴했냐병신새끼야??ㅋㅋ썸네일자극적으로해서 빼박이다!! 이지랄하면 그게근거냐?ㅋㅋ,1,1,,,,,,,,,1
3249,"진짜 짱위엔잉 묻으면 팬부터 회사,직원까지 제정신이 아니게 되는듯 ㅋㅋㅋ 팬들 패악질도 No.1인데 직원까지 저러고있네 ㅋㅋㅋ",1,,,,,1,,,,,
3274,광주 = 이슬람,1,,,,,,1,,,,1
3282,파비앙새끼 이강인으로 유투브 떡상시켜서 돈벌궁리 하는게 보여서 줫같긴함,1,1,,,,,,,,,1
3285,ㄴ 홍어새기,1,,,,,,1,,,,
3287,몸캠 피싱 10년도 넘었는데 아직도 당하는 병신들 있음 ㅋ,1,1,,,,,,,,,1
3288,얼마나 쳐댔으면 손목에 파스까지 붙이노 ㅋㅋㅋ,1,,1,,,,,,,,
3290,대선 끝났으니까 클리앙 근근웹으로 다시 돌아가 병신새끼들아,1,1,,1,,,,,,,
3295,아니 씹ㅋㅋㅋ 내돈내고 나중에 돌려받는다는데 성별격차는 씨발ㅋㅋㅋ미친놈들인가 ㅋㅋㅋ 은행가서 부자들 예금도 똑같이 나눠달라하지 그러냐?,1,1,,,,,,,,,1
3301,중고거래를 안하면 되는거 아님??그리고 네고충 새기들 말 을 왜 들어줌?,1,1,,,,,,,,,1
3310,아오 문과시치 빡대가리들,1,1,,,,,,,,,1
3311,선처는 씨발양아치들인가ㅋㅋㅋㅋㅋㅋ 술쳐마시고 사람패놓고 누가 칼들고 협박해서 팬줄 알겠네,1,1,,,,,,,,,1
3312,쭝궈에서 마약 많이 풀었다는데 근데 그것도 그렇지만 마약 관련 강력처벌도 없는게 미국 ㅈ밥들 현실임 ㅋㅋㅋㅋㅋ. PC같은게 유행하는 바람에 사람한테 강력한 처벌 이런거 꿈도 못 꿈 ㅋㅋㅋㅋ,1,,,,1,,,,,,
3313,화폐개혁이 언젠지도 모르면서 일뽕질하노 ㅋㅋㅋㅋ,1,1,,1,,,,,,,
3317,헬조선 한참 멀었넹 ㅋㅋ,1,1,,,1,,,,,,
3319,조선족 갤러리,1,,,,,1,,,,,
3325,좆피 없잖아,1,1,,,,,,,,,1
3329,거지나라는 역시 거지떼들 나와서 약탈해가는 ww,1,,,,1,,,,,,
3331,옛다 시발아 댓글 1개 올렸다,1,1,,,,,,,,,
3336,급발진은 왜 틀딱 아니면 여자들한테 자주 일어나는거냐?? 글거 뭐?? 80대 여성?? 급발진 같은 소리하네 ㅋㅋ,1,1,1,,,,,1,,,1
3345,ㄹㅇ로 평택 화성 퐁탄 이런데는 믿고 걸러야 ㄷㄷ,1,,,,,,1,,,,
3351,팩트) 조센징 노조는 저거보다 더하다,1,1,,,,1,,,,,
3352,일뽕들 눈물의 비추 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,,,,,,,,,1
3356,저딴 쓰래기 영화 돈쓰면서 찍느니 그 돈으로 봉준호 감독꺼 10개 찍는게 더 나음,1,,,,,,,,,,1
3357,검찰이 젤 ㅂㅅ인데,1,1,,1,,,,,,,
3363,이새끼 가사 존나 대충쓰는거 느껴짐 벌스도 씨발 반복되는 단어만 내뱉고,1,1,,,,,,,,,1
3365,근데 키오스크 평소엔 별문제없는데 가끔 화면구석 찍혀가지고 터치가 안먹히는게있는데 알바애들한테 터치안먹힌다고 주문하고 계산해달라고하면 키오스크가세요만 무한반복함 개빡쳐서 점장이나 관리자급불러와야 그제서야 사과박고 해줌 노인말고 젊은사람이 안된다고하면 좀 와서확인좀해라 싸가지없는새끼들,1,1,,,,,,,,,1
3372,개좆도맛없는 알콜 씨발새끼,1,1,,,,,,,,,1
3373,붓싼 똥국,1,1,,,1,,,,,,
3381,틀내 오지노 ㅋㅋㅋㅋ,1,1,,,,,,1,,,
3385,짱깨 개같이 패배ㅋㅋㅋ,1,1,,,,1,,,,,
3390,"등돌리기는 ㅋㅋㅋㅋㅋㅋㅋ 사이비 교주처럼 또 떠받들어줄거면서 ㅋㅋㅋㅋ 틀딱은 정치인 신격화, 3040은 게임개발자 신격화 1020은 딴따라 신격화 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 우리나라에서 전통종교가 사라지는 이유가 있음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 살아있는 신을 모시는 나란데 시체팔이가 되겠냐고 ㅋㅋㅋ",1,1,,1,,,,1,1,,
3393,지랄하네 평범남 평범녀 나오면 이 프로그램 시청하는 족속들이 잘도 채널 유지하겠다,1,1,,,,,,,,,1
3402,세금 하나도 안내면서 국민세금으로 호의호식하는 쓰레기들,1,,,1,,,,,,,
3409,레즈들이 저리 많으면 팀이 망하겠다. 원팀이 되겠냐,1,,1,,,,,,,,
3413,다단계 사기꾼의 끝판왕 합법의 탈을 쓴 꼬라지란 머단하다,1,,,,,,,,,,1
3419,이 새끼들 맨날 주변국이 도와줄거라고 망상하면서 지들 방위비는 안쓰는거 ㄹㅇ,1,1,,,1,,,,,,
3430,홍통일체노 ㅋㅋㅋㅋㅋ,1,,,,,,1,,,,
3432,ㅋㅋㅋㅋㅋㅋㅋㅋ이씹새끼가 나라말아먹으려고 작정했구나ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,,,,,,,,,1
3437,문재앙땅도 아니고 고위직 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웃긴 새끼들이노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,,1,,,,,,,
3444,저렇게 할 거면 홍대병걸린 놈들한테는 감탄사가 나와야하는데 홍대병 환자들도 난해하다고 할 정도면 그냥 좆구린거임,1,1,,,,,,,,,1
3447,응~ 어차피 팔아서 한채당 십수억 빨아먹으면 그만이야~ 무너져서 뒤지든 말든 ㅋㅋㅋㅋㅋㅋ,1,,,,,,,,1,,
3449,차라리 보기 이쁘고 커여운 씹덕 그림을 빨아라 저런 더러운꼴은 안본다,1,1,,,,,,,,,1
3454,좆노잼인데 이런거 실베 보내는게 더 손해 아님?별걸다 바이럴하네,1,1,,,,,,,,,1
3457,게임을 재미로 하는게 아니라 돈벌려고 하는놈들 병신 맞는데 그 병신들 덕에 먹고사는 놈이 까면 안되지,1,1,,,,,,,,,1
3464,이 새끼들은 왜 짱깨 방류하는건 냅두냐 ㅋㅋㅋㅋ,1,1,,,1,,,,,,
3468,진짜 이런애도 사람이랍시고 살고있노,1,,,,,,,,,,1
3471,어디서 온놈들인지 조사해보면 다 전라도아니면 간첩일듯,1,1,,1,,,1,,,,
3482,만화로 맨날 쳐 하는게 성희롱이고 강간이고 그래도 여자는 우흥~♥ 하면서 느끼는것 밖에 없고 오타쿠새끼들 밖에나가서 진짠줄알고 시도하다가 치한으로 몰려서 인생 쫑나고 ㅋㅋㅋ,1,1,,,,,,,,,1
3487,니나이가 틀딱이라그래 ㅋㅋ,1,1,,,,,,1,,,
3493,그런데 이 ㅈ같은 추월복귀를 반복하다보면 가끔 난폭운전으로 신고하는 새끼들이 있음 나도 2번 신고당해봐서 암이 씹새들은 곧 죽어도 자기가 1차선에서 정속주행하면서 차로 처 막고 있던게 잘못이란 생각은 안함본래 2차선 주행 1차선 추월이 맞고 2차선이 비어있으면 복귀해야하는게 맞는데 추월복귀 반복한다고 난폭운전이라 신고하는건 어떤 새끼 대가리에서 나오는 ㅄ같은 생각인지 모르겠더라거기다 저번달중순에 추월차선 정속주행 단속 시작했는데도 추월차량을 위해 비키는 새끼가 10에 1도 안됨하이빔 존나 갈겨도 90으로 쳐 달리는 새끼가 수두룩함진짜 1차선 클린한 경우는 그냥 대형차량뿐인 새벽시간대밖에 없더라정속충 없어지는거 아닌이상 난 욕을 하던말던 과속할거다 시발것들,1,1,,,,,,,,,1
3494,대중의 소모품이 무슨 공적인 일을 한다고 공인임? 한녀 기분상해죄같은 소리하고있네 ㅋ 씨밸롬들 ㅋㅋ,1,1,1,,,,,,,,
3505,부모님한테 돈빌려~ 돈도못갚았는데 여행플렉스해~ 기회가있었는데 귀찮다고 도망가놓고 남탓해~ 아내있는데 오도방구타~ 사장님소리는 듣고싶어서 노동할생각은 안하고 또 돈빌려서 사업할 생각해~ 답이없노? ㅋㅋㅋㅋㅋㅋ,1,,,,,,,,,,1
3506,좆족들 화 많이났노,1,1,,,,,,,,,1
3510,주위에 니거 없으면 성공한 인생이다,1,1,,,,1,,,,,
3512,너 병신임...?,1,1,,,,,,,,,1
3524,한녀는 오답이라고 본인 입으로 말 하고서 왜 갈팡질팡이야 아직도 덜 물렸어? ㅋㅋㅋ,1,1,1,,,,,,,,
3525,환자들 인질로 잡고 파업하는거임 쓰레기들,1,,,,,,,,1,,
3526,"[팩트) 선진시민들 (유럽,북미,일본)은 매운걸 다 못먹는다. 맵고 스피이시한걸 즐기는 민족들: 한국,중국,태국,베트남,인도 ㅋㅋㅋ 메히코 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋ결론: 매운거 잘먹으면 후진시민",1,,,,,1,,,,,
3529,맞긴함. 동천미금역만 안생겼어도 시발 진짜 25분컷임좃싵은 미금새끼들,1,1,,,,,1,,,,
3530,조센징은 못말려 ㅋㅋㅋ,1,1,,,,1,,,,,
3535,대본좆같네,1,1,,,,,,,,,1
3537,이번 건 너무 날로 쳐먹노,1,1,,,,,,,,,1
3545,조센징 그나마 축구하나남앗는데 매번 일본에 졷발리고 남탓만해대고 으휴 스포츠맨쉽도더럽고 피해망상 국뽕병신만 가득 ㅉㅉ,1,1,,,,1,,,,,
3552,헌팅 포차만 가도 여자 돌아가면서 떡칠 수 있는데 애 안 낳을거면 이게 낫지,1,,1,,,,,,,,
3557,그럼 길거리 나가서 지나가는 아무 여자 붙잡고 말 걸어보자집 안에있는 너 수발드는 늙은 여자 말고,1,,,,,,,,,,1
3558,남조선 위안부를 부활해도 문제 없는 EU,1,,1,1,,,,,,,
3559,좆소도 아니고 대기업이 왜저럼?,1,1,,,,,,,1,,
3568,흡연충 새끼들이 문제야 정 피고프면 전담으로 갈아타라 병신들아,1,1,,,,,,,,,1
3575,"쪽팔리네,,,,, 어디 출신 이냐고  묻거든 북조선이라 답해라",1,,,,,,,,,,1
3587,나마씨발 엿이나 먹어 ㅋㅋㅋㅋㅋ,1,1,,,,,,,,,1
3600,광우병의 민족 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,0,0,0,1,0,0,0,0,0
3606,아 그냥 없어졌으면 좋겠다. 아니 대체 왜 살아있냐고 그냥 없어도 되는걸,1,0,0,0,0,0,0,0,0,0,0
3608,사기민국 황 조 선,1,0,0,0,0,0,0,0,0,0,0
3612,약자혐오노 여성은 잠재적가해자,1,0,1,0,0,0,0,0,0,0,0
3615,진심으로 한녀가 한남 선동하려고 올린 글 같은데,1,1,1,0,0,0,0,0,0,0,0
3617,메는 시발 무슨 플래시 똥피하기 게임도 아니고 이딴게 왜 인기있나 싶더라. 데미지도 한방에 수억 수십억씩 박히는데 이게 짐바브웨 데미지지 겜이냐?,1,1,0,0,0,0,0,0,0,0,1
3618,저기에 해당되는 남자가 있긴 있겠지 다만 글쓴년보다 어린 여자를 만날뿐,1,1,1,0,0,0,0,0,0,0,0
3619,퐁퐁남 줍기 축제,1,1,1,0,0,0,0,0,0,0,0
3622,그럼 미필여자는 다 추방해야겠네?,1,0,1,0,0,0,0,0,0,0,0
3626,님들 야스팅 초딩슨상 거르삽,1,1,1,0,0,0,0,0,0,0,0
3628,투자금이 보장되는건 없지만 그렇다면 그 투자에 대한 계약을 어기려고 드는 새끼는 법적 처벌을 받아야지 쓰레기는 너고 새끼야 화장실 들어갔다 나올때 입장다른 새끼 ㅋ,1,1,0,0,0,0,0,0,0,0,0
3630,존나 좋은학벌 배경으로 깔고 올라가서 저자리 딱 앉으면 그동안 인생살아오면서 쌓아온 모든 지식상식 다 리셋하는거노?,1,1,0,0,0,0,0,0,0,0,0
3631,고아,1,0,0,0,0,0,0,0,0,0,0
3634,우루스 타이칸 게섯거라! (오빠 병신이야?),1,1,0,0,0,0,0,0,0,0,0
3637,탈주하지 자살왜함,1,0,0,0,0,0,0,0,0,0,0
3640,낙태마 망상,1,0,0,0,0,0,0,0,0,0,0
3641,찢고 부수고 철거하는건 이재명이 전문인데 이재명 뭐하노,1,0,0,1,0,0,0,0,0,0,0
3642,단순히 불경기 때문일까. 아니면 그냥 윤두창 정권에 실망감이 커져서 순수하게 아예 별도의 세력이 키워지는 과정일까. 아니면..,1,0,0,1,0,0,0,0,0,0,0
3645,"탈도갤하고도시미관갤로 와요누가요즘 도갤합니까여긴 이제 분탕 ,짱깨 밖에 없는곳임",1,1,0,0,1,1,0,0,0,0,0
3646,한국 일본 모두 같은 아픔을 겪는구나낄낄대는 놈들은 X갤 짱깨뿐인 듯,1,1,0,0,1,1,0,0,0,0,0
3653,1찍들 발작하는거 보니 속이 다 시원하노 꺼-억,1,0,0,1,0,0,0,0,0,0,0
3656,근데 막짤 여자 보니까 똥양인 무시할만함,1,0,0,0,0,1,0,0,0,0,0
3657,ㅂㅅ들,1,1,0,0,0,0,0,0,0,0,0
3664,애플은 비싼 쓰레기,1,0,0,0,0,0,0,0,0,0,0
3666,네크로멘서당 슬슬 발동걸겠네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,0,1,0,0,0,0,0,0,0
3669,"""착한 나""에 빠진 민주당 지지자특징이 제대로 나오네 자기 기분 나쁘게한 존재는 악프레임 씌워서 그냥 공격하는 모습ㅋㅋㅋ 저 집단이 선이라 부르짖는 지지층들 실체는 저딴 년놈들임 ㅋㅋㅋ 사소한거에 분노하고 개복치같은 저지능자들",1,1,0,1,0,0,0,0,0,0,0
3670,교훈: 좆소에 들어오는 인간들은 그 수준에 맞게 대우해줘야 한다.,1,1,0,0,0,0,0,0,1,0,0
3671,누가 지방살라고 칼들고 협박함?,1,0,0,0,0,0,1,0,0,0,0
3673,내 주변 한녀 피셜 181.185면 키만 들으면 첨엔 좋다고 하는데 막상 보면 좀 부담스럽게 크다 느낌 있다고 함,1,1,1,0,0,0,0,0,0,0,0
3680,이맛헬! 이맛헬!,1,0,0,0,1,0,0,0,0,0,0
3682,저걸 왜치우냐 공익새끼들한테 치우라해야지,1,1,0,0,0,0,0,0,0,0,1
3685,결혼한 것도 아닌데 뭐가문재인?,1,0,0,1,0,0,0,0,0,0,0
3689,뭔데 갑자기 씹덕이 나오노,1,1,0,0,0,0,0,0,0,0,0
3692,"대체 왜긴 시팔아 미국 MSL 오퍼, 독일 마인츠 오퍼도 있었는데 박지성이 다 거절하고 지가 물어온 왓포드 OR 미트윌란 중에서 택 1 시킨게 욕먹는 이유라고;; 왓포드,마인츠 제끼더라도 선수+선수 가족들 생활+향후 다른 리그 이적등 여러가지 고려했을 때 MSL이 미트윌란 보다 훨씬 나은데 지가 물어온 거 아니라고 미트윌란 보내는 게 말이 되냐? MSL은 메시 오면서 존나 주목 받는 중이고 예전에도 월클 선수들 말년에 자주 갔었기 때문에 인지도 넘사벽이야 미트윌란? 거기서 뭘 해도 아무도 모른다 조규성은 이제 더 좋은 리그 가려면 A매치에서 활약하는 것 밖엔 답이 없는데 미트윌란에서 올려면 40시간 걸린다고..그냥 좆병신 만든 거 맞아",1,1,0,0,0,0,0,0,0,0,0
3693,짱깨 새끼들 테러,1,1,0,0,1,1,0,0,0,0,0
3694,근데 길고양이 이ㅈ같은새끼들 어케 만지는거냐 나도 한 번 만져보고 싶어서 다가가면 다 도망가던데,1,1,0,0,0,0,0,0,0,0,0
3695,게이단체도 무슨 마르크스니 온갖 공산주의자 찬양하는 피켓 들고다님 대체 공산주의랑 게이랑 무슨상관이겟음? 결론은 게이단체가 아니라는거지 간판이 필요할뿐이고,1,0,1,0,0,0,0,0,0,0,0
3714,어쏘리티가 어떻게 빌런단체야 멍청한 새끼야,1,1,0,0,0,0,0,0,0,0,0
3720,고려장인줄도 모르고 신나서 아들 믿고있노 ㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0,0
3724,제발 부고소식만,1,0,0,0,0,0,0,0,0,0,0
3730,시발 다른나라 다 수교끊을때 우리만 의리지켜서 늦게끊었는데도 개지랄발광떨엇던 새끼들임,1,1,0,1,0,0,0,0,0,0,0
3733,이새끼들 아직도 쯔양한테 열폭질이네ㅅㅂㅋㅋㅋㅋㅋ니들이 아무리 그래봐야 쯔양 구독자 천만 낼모레임.클라스가 이미 다른 세상 가있음 풉ㅋㅋㅋ,1,1,0,0,0,0,0,0,0,0,0
3735,시발  영국새기들이란 ㅋㅋㅋㅋㅋㅋㅋ,1,1,0,0,1,0,0,0,0,0,0
3737,무슨 병신들 정모하나?,1,1,0,0,0,0,0,0,0,0,0
3740,보지는 매번나오네,1,1,1,0,0,0,0,0,0,0,0
3748,3차를 누가외워 병신아,1,1,0,0,0,0,0,0,0,0,0
3762,동북공정을 해버리네 ㅋㅋ 걍 회사 자체가 짱깨회사인거 아님??,1,1,0,0,1,1,0,0,0,0,0
3765,ㄴ러뽕 검거,1,0,0,0,1,0,0,0,0,0,0
3769,아 다시 보니까 전라도네 그럼 납득간다,1,0,0,0,0,0,1,0,0,0,0
3774,"범죄자,가해자의 인권이 훨씬 더 소중한 한국의 판개들과는 아주 다른 나라네 ㅋㅋ",1,0,0,0,0,0,0,0,0,0,1
3777,알못새끼들 지랄났노 ㅋㅋㅋㅋ,1,1,0,0,0,0,0,0,0,0,0
3778,걍 애비가 둘다 개패듯이 패버려도 무죄 ㅇㅈ,1,1,0,0,0,0,0,0,0,0,0
3779,너 같은 종자 때문에 미쳐간다. 시발아.,1,1,0,0,0,0,0,0,0,0,0
3780,사업 강탈하려고 짰네 진짜 악마년들이네,1,1,0,0,0,0,0,0,0,0,0
3783,"한국과 일본의 차이는 고려때 까지만 해도 중국 왕조랑 싸우던 민족이었는데 조선 왕조 500년 거치면서 짱깨한테 굽신거리는 개병신 민족으로 전락한 반면, 일본은 임진왜란 ㅡ 청일전쟁 ㅡ 중일전쟁 세번다 중국을 짓밟은 역사 때문에 중국을 절대 위로 보지 않음.지금 한국은 뭐 중국몽을 같이 꾼다는둥 미국과 중국 사이에서 균형 외교를 해야한다는둥 소중화가 부활한 친증파 개새끼들이 정치판 과반수를 차지함 ㅉㅉ",1,1,0,0,1,1,0,0,0,0,0
3786,왓챠 언제 망함? 빨리 좀 망해라,1,0,0,0,0,0,0,0,0,0,0
3792,그리고 재능만 있다고 가만히 쳐있으면 뭐 될거같노?,1,1,0,0,0,0,0,0,0,0,0
3794,한국여자를보면 그게 무슨말인지 딱나옴,1,0,1,0,0,0,0,0,0,0,0
3796,이런 싸이코패스가 어떻게 아직도 정계를 안떠난걸까,1,0,0,0,0,0,0,0,0,0,0
3797,폐사닭이냐?,1,0,0,0,0,0,0,0,0,0,0
3809,가난한짱깨 ㅋㅋㅋ,1,1,0,0,1,1,0,0,0,0,0
3810,멍청하다 진짜,1,1,0,0,0,0,0,0,0,0,0
3812,첫짤 남친새끼는 딱 주갤럼같은 새낀데 등기 떼보고 손절해야지 저딴걸 만나냐,1,1,0,0,0,0,0,0,0,0,1
3813,내일 주사바늘 몸에 두세개 내고 트젠이라고 하고 다녀야겠다,1,0,1,0,0,0,0,0,0,0,0
3814,저게 민주당탓이면 한남들부터 같은성별로서 사죄하셈 국짐은 저런일 몇배는 더많이일어나는데 개돼지새끼들이라 그런건 본척도안하지,1,1,1,1,0,0,0,0,0,0,0
3820,근데 어차피 일 하는사람이 돈을 소비하기 때문에 당장 인건비 줄이겠다고 너도나도 해고하면 자기 상품 사는 사람 조차도 없어지는거라 다 같이 뒤지면 된다근데 어차피 일 하는사람이 돈을 소비하기 때문에 당장 인건비 줄이겠다고 너도나도 해고하면 자기 상품 사는 사람 조차도 없어지는거라 다 같이 뒤지면 된다근데 어차피 일 하는사람이 돈을 소비하기 때문에 당장 인건비 줄이겠다고 너도나도 해고하면 자기 상품 사는 사람 조차도 없어지는거라 다 같이 뒤지면 된다,1,1,0,0,0,0,0,0,0,0,0
3821,조센징이 노벨상을 못 받는 이유 -광우병같은 병신 선동에 속음-그 다음 참외에서 전자파 나온다는 개소리에 또 속음-애미가 안아키라서 화상입은 애 뜨거운물에 넣으면 화상이 치료된다는 말을 믿고 애를 더 병신으로 만듬- 그런 애미한테 선동당하고 교육받고 자람-그러니 후쿠시마 오염수 선동에 또 속아서 또 당함그냥 개센징은 이성적인 사고가 불가능한 매번 선동에 속고 또 속는 저능아 민족임 ㄹㅇ 팩트,1,1,0,0,1,1,0,0,0,0,0
3825,아니 그래서 젤렌스키 언제죽임??,1,0,0,1,0,0,0,0,0,0,0
3827,이 씨발 년들은 뭐만 하면 우울하대,1,1,0,0,0,0,0,0,0,0,0
3829,좀 패면 안저러는데,1,0,0,0,0,0,0,0,0,0,0
3832,그냥 주방일이 욕이일상이라 그럼 매일 욕쳐먹고 매일 쳐싸우고 ㄹㅇ ㅈ같아서라도 운동한다니깐 주방애들 몸큰이유가있음 없으면 못살아남아,1,1,0,0,0,0,0,0,0,0,0
3834,일본인들이 한국인들을 싫어하는 것은 극소수지만 한국인이 중국인을 싫어하는 것은 전체임,1,0,0,0,0,0,0,0,0,0,0
3835,읽씹무시유형 짬찌땐 진짜 좆같았는데짬차고나서 알고보니까 걔넨 걍 동기들한테도 무시당하는 개찐따들이었음ㅋㅋ,1,1,0,0,0,0,0,0,0,0,0
3841,시큐리티 캡스 다 실직예정이네. 건달백수들 날로먹던 직업중 하나인데 ㅋㅋㅋ 보안 경비 어쩌냐.,1,0,0,0,0,0,0,0,0,0,1
3842,신비아파트도 초반엔 재밌었는데 뭔 강림이니 사제단이니 좆같은 설정에 유희왕같이 카드 팔아먹으려고 카드게임 만화됨,1,1,0,0,0,0,0,0,0,0,0
3843,송모찌 이 나쁜놈...,1,1,0,0,0,0,0,0,0,0,0
3844,파카 단톡 빠순이?,1,1,0,0,0,0,0,0,0,0,0
3847,조현병 환자가 글쓴거 같음 ㅋㅋ 말에 두서가 없음,1,0,0,0,0,0,0,0,0,0,0
3848,뭔 거지새끼가 파인다이닝 이지랄,1,1,0,0,0,0,0,0,0,0,0
3849,여고생이네 집유나올듯,1,0,0,0,0,0,0,0,0,0,0
3851,존나 센척하는데 피카츄 마리오한테 좆발리노,1,1,0,0,0,0,0,0,0,0,0
3852,"동포비자부터 취소시켜 씨발 ㅋㅋㅋㅋ나라지킨사람은 연금 8만원받으면서 죽어가고, 도망친새끼들이 세금혜택 다받는게 말이냐",1,1,0,0,0,0,0,0,0,0,0
3853,방구석 좆문가들 아는척하기 시작됐노,1,1,0,0,0,0,0,0,0,0,1
3854,ㅄ아 당장 경보 없어서 역재행한 영상은 못 봤냐??,1,1,0,0,0,0,0,0,0,0,0
3855,솔직히 쟤도 뽀록으로 떠놓고 ㅅㅂ 꺼드럭거리는거 웃기네,1,1,0,0,0,0,0,0,0,0,0
3859,ts개추,1,1,1,0,0,0,0,0,0,0,0
3868,미개하고 야만스러운 오랑캐 민족,1,1,0,0,1,1,0,0,0,0,0
3874,사진은 BTR70인데 ㅋㅋㅋㅋㅄ,1,1,0,0,0,0,0,0,0,0,0
3887,닥터차정숙 진심으로 재밌음? 재밌다고 호들갑 떠는 게이들 다 보지는 아니겠지? 몇년전에 보건교사안은영 재밌다고 지랄하길래 봤더니 개쌉노잼이었던 기억이 있어서 쉽게 못 믿겠노,1,1,1,0,0,0,0,0,0,0,0
3895,막짤 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근대 이해는가. 선동가의 시선에서는 맞지않는 말같거든. 당장에 음모론이라도 쓰고싶겠지. 문돌이 새끼들은 박사행님들이 ㅈ으로 보이나 ㅋㅋ,1,1,0,0,0,0,0,0,0,0,0
3900,의도적으로 선동하는거지 광우뻥처럼 씨발아,1,1,0,0,0,0,0,0,0,0,0
3901,이성과 논리와는 담을 쌓은 민족성인데 뭔 토론 ㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0,0
